Name,team,salary,position,years,height,weight,bloodType,throw.by,batting.by,birth.place,birth.day,背番号,打率,試合,打席数,打数,安打,本塁打,打点,盗塁,四球,死球,三振,犠打,併殺打,出塁率,長打率,OPS,RC27,XR27,防御率,勝利,敗北,セーブ,ホールド,勝率,打者,投球回,被安打,被本塁打,与四球,与死球,奪三振,失点,自責点,WHIP,DIPS,league
工藤　隆人,Dragons,2100,外野手,14,172,75,A型,左,左,青森,1981-03-30,62,0.182,61,13,11,2,0,1,3,0,1,6,1,0,0.25,0.182,0.432,1.6,1.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
堂上　直倫,Dragons,3e3,内野手,12,184,86,O型,右,右,愛知,1988-09-23,63,0.216,62,46,37,8,0,6,0,3,2,8,2,1,0.295,0.216,0.512,2.15,2.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
小熊　凌祐,Dragons,1200,投手,10,178,84,B型,右,右,滋賀,1990-08-11,64,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3,2,1,0,0,0.667,97,23,26,2,4,0,22,13,11,1.3,2.86,C
伊藤　準規,Dragons,1700,投手,10,187,80,B型,右,左,愛知,1991-01-07,65,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.95,2,0,0,1,1,65,13.2,13,2,11,2,6,6,6,1.76,7,C
ビシエド,Dragons,17e3,内野手,3,185,108,不明,右,右,キューバ,1989-03-10,66,0.341,108,462,405,138,20,79,1,44,11,50,0,17,0.418,0.551,0.968,7.91,7.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
近藤　弘基,Dragons,810,外野手,4,179,78,A型,右,右,愛知,1993-02-12,67,0,5,4,4,0,0,0,0,0,0,3,0,0,0,0,0,-2.86,-2.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
桂　依央利,Dragons,1130,捕手,5,185,90,B型,右,右,大阪,1991-07-09,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
ガルシア,Dragons,5e3,投手,1,190,104,不明,左,左,キューバ,1989-08-02,70,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.71,12,6,0,0,0.667,543,129.2,105,9,60,4,111,42,39,1.27,3.79,C
木下　雄介,Dragons,300,投手,2,183,80,A型,右,右,大阪,1993-10-10,98,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.15,0,0,0,0,0,56,13,11,2,7,0,16,6,6,1.38,4.27,C
松坂　大輔,Dragons,1500,投手,12,183,93,O型,右,右,東京,1980-09-13,99,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.79,5,3,0,0,0.625,216,48.1,36,3,30,4,46,17,15,1.37,4.13,C
浜田　智博,Dragons,563,投手,4,184,80,O型,左,左,宮崎,1992-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
濱田　達郎,Dragons,850,投手,6,185,95,O型,左,左,愛知,1994-08-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
山本　雅士,Dragons,450,投手,4,173,80,AB型,右,左,広島,1994-11-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
吉田　嵩,Dragons,300,投手,3,185,86,A型,右,右,長崎,1996-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
大藏　彰人,Dragons,300,投手,1,190,88,B型,右,右,愛知,1994-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
西濵　幹紘,Dragons,300,投手,3,174,84,A型,右,右,三重,1993-08-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
石田　健人マルク,Dragons,300,投手,1,184,83,O型,右,右,愛知,1995-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
Ａ．マルティネス,Dragons,1e3,捕手,1,190,95,不明,右,右,キューバ,1996-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
Ｒ．マルティネス,Dragons,1e3,投手,2,193,93,不明,右,左,キューバ,1996-10-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
渡辺　勝,Dragons,300,外野手,3,172,80,A型,右,左,神奈川,1993-10-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
比屋根　渉,Swallows,1500,外野手,7,180,70,O型,右,右,沖縄,1987-06-20,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1.91,2.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
山田　哲人,Swallows,28e3,内野手,8,180,76,O型,右,右,兵庫,1992-07-16,1,0.319,107,493,401,128,30,76,28,87,2,91,0,3,0.44,0.611,1.051,10.51,10.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
大引　啓次,Swallows,6e3,内野手,12,178,84,A型,右,右,大阪,1984-06-29,2,0.356,24,67,59,21,1,5,0,6,0,12,2,2,0.415,0.441,0.856,6.25,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
西浦　直亨,Swallows,1700,内野手,5,178,75,B型,右,右,奈良,1991-04-11,3,0.255,104,412,357,91,8,43,1,29,6,68,18,9,0.32,0.387,0.706,3.97,3.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
バレンティン,Swallows,33300,外野手,8,185,100,不明,右,右,アンティル,1984-07-02,4,0.282,108,465,393,111,32,108,1,69,0,96,0,12,0.387,0.567,0.955,7.5,7.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
川端　慎吾,Swallows,14e3,内野手,13,185,86,O型,右,左,大阪,1987-10-16,5,0.265,81,292,257,68,3,28,1,30,3,30,1,8,0.347,0.335,0.682,4.15,4.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
武内　晋一,Swallows,1700,内野手,13,175,90,O型,左,左,兵庫,1983-12-10,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
塩見　泰隆,Swallows,1e3,外野手,1,179,76,B型,右,右,神奈川,1993-06-12,9,0,6,11,10,0,0,0,0,1,0,4,0,0,0.091,0,0.091,-1.97,-1.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
荒木　貴裕,Swallows,2300,内野手,9,180,84,AB型,右,右,富山,1987-07-26,10,0.22,58,103,82,18,3,20,3,12,4,26,3,2,0.34,0.366,0.706,4.49,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
由規,Swallows,1800,投手,11,179,80,A型,右,左,宮城,1989-12-05,11,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.46,1,2,0,0,0.333,155,34.1,34,4,20,1,37,17,17,1.57,4.31,C
石山　泰稚,Swallows,4800,投手,6,182,75,A型,右,右,秋田,1988-09-01,12,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.61,3,2,22,6,0.6,209,51.2,45,5,13,1,43,16,15,1.12,3.47,C
中尾　輝,Swallows,720,投手,2,180,83,B型,左,左,愛知,1994-09-14,13,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.38,7,3,0,11,0.7,206,45.1,42,4,29,1,49,17,17,1.57,3.83,C
秋吉　亮,Swallows,8500,投手,5,182,73,A型,右,右,東京,1989-03-21,14,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.75,1,2,0,6,0.333,133,30.1,33,4,9,2,18,18,16,1.38,4.44,C
大下　佑馬,Swallows,1200,投手,1,179,83,O型,右,左,広島,1992-07-06,15,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.66,1,1,0,2,0.5,80,19.2,16,4,4,0,24,9,8,1.02,3.93,C
原　樹理,Swallows,2900,投手,3,180,79,A型,右,右,兵庫,1993-07-19,16,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.71,4,6,0,1,0.4,382,89.2,85,3,28,3,78,47,37,1.26,2.85,C
成瀬　善久,Swallows,2e3,投手,15,180,87,AB型,左,左,栃木,1985-10-13,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
寺島　成輝,Swallows,1100,投手,2,183,90,O型,左,左,大阪,1998-07-30,18,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,0,1,0,0,0,13,2,4,1,4,0,2,6,6,4,13.62,C
石川　雅規,Swallows,12e3,投手,17,167,73,A型,左,左,秋田,1980-01-22,19,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.74,5,4,0,0,0.556,388,89.1,93,13,32,3,64,53,47,1.4,4.75,C
山本　哲哉,Swallows,2500,投手,9,179,77,A型,右,右,和歌山,1985-09-04,20,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.91,0,0,0,0,0,18,3.2,5,1,1,0,0,2,2,1.64,7.48,C
松岡　健一,Swallows,3600,投手,14,181,85,AB型,右,右,熊本,1982-06-07,21,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.14,1,0,0,0,1,70,14,15,1,9,2,13,11,8,1.71,4.55,C
蔵本　治孝,Swallows,800,投手,1,185,95,B型,右,右,兵庫,1995-05-16,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
青木　宣親,Swallows,33e3,外野手,9,175,80,A型,右,左,宮崎,1982-01-05,23,0.325,101,451,385,125,6,48,2,47,17,33,0,10,0.419,0.465,0.884,7.33,6.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
星　知弥,Swallows,2200,投手,2,183,78,O型,右,右,栃木,1994-04-15,24,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,1,0,0,0,1,68,15,14,4,11,0,13,9,9,1.67,7.05,C
館山　昌平,Swallows,9800,投手,16,181,98,O型,右,右,神奈川,1981-03-17,25,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.75,0,3,0,0,0,79,16,25,2,7,1,11,16,12,2,4.87,C
久古　健太郎,Swallows,2e3,投手,8,181,82,A型,左,左,東京,1986-05-16,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
ブキャナン,Swallows,13875,投手,2,191,90,不明,右,右,アメリカ,1989-05-11,28,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.79,9,9,0,0,0.5,605,140,148,14,46,9,80,63,59,1.39,4.37,C
小川　泰弘,Swallows,9e3,投手,6,171,80,A型,右,右,愛知,1990-05-16,29,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.74,5,5,0,0,0.5,343,82,85,6,18,1,69,28,25,1.26,3.01,C
西田　明央,Swallows,1560,捕手,8,178,83,AB型,右,右,京都,1992-04-28,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
山崎　晃大朗,Swallows,1300,外野手,3,173,68,O型,左,左,和歌山,1993-08-11,31,0.184,23,47,38,7,0,0,1,6,0,12,3,1,0.295,0.237,0.532,1.95,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
松本　直樹,Swallows,900,捕手,1,177,82,A型,右,右,香川,1993-10-17,32,0,6,5,5,0,0,0,0,0,0,2,0,0,0,0,0,-2.79,-2.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
畠山　和洋,Swallows,11e3,内野手,18,180,96,O型,右,右,岩手,1982-09-13,33,0.248,63,135,113,28,5,26,0,22,0,20,0,3,0.37,0.425,0.795,5.64,5.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
山田　大樹,Swallows,1400,投手,12,189,99,B型,左,左,茨城,1988-07-30,34,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.88,0,1,0,0,0,33,5.2,10,2,4,1,3,11,10,2.47,9.3,C
菊沢　竜佑,Swallows,620,投手,2,183,85,A型,右,右,秋田,1988-05-16,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
廣岡　大志,Swallows,700,内野手,3,183,81,O型,右,右,大阪,1997-04-09,36,0.214,29,93,84,18,1,9,0,4,0,27,4,2,0.247,0.298,0.545,2.02,2.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
カラシティー,Swallows,7840,投手,1,191,92,不明,右,右,アメリカ,1991-07-23,37,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.15,6,1,3,1,0.857,310,69.1,68,4,33,3,48,38,32,1.46,4.04,C
梅野　雄吾,Swallows,650,投手,2,175,84,A型,右,右,佐賀,1999-01-13,38,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.96,1,1,0,1,0.5,44,8.1,11,2,9,2,6,12,12,2.4,8.76,C
宮本　丈,Swallows,800,内野手,1,182,78,B型,右,左,大阪,1995-04-03,39,0.3,10,22,20,6,0,2,0,2,0,4,0,1,0.364,0.3,0.664,3.72,3.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
古野　正人,Swallows,900,投手,7,178,80,A型,右,右,兵庫,1986-09-27,40,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,1,0,0,0,18,4,6,2,0,0,1,4,4,1.5,9.12,C
アルメンゴ,Swallows,7280,投手,3,183,88,B型,左,左,ドミニカ共和国,1986-12-08,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
雄平,Swallows,6e3,外野手,16,174,83,A型,左,左,神奈川,1984-06-25,41,0.315,92,347,317,100,6,43,6,27,1,49,0,9,0.369,0.426,0.795,5.78,5.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
坂口　智隆,Swallows,1e4,外野手,16,181,82,O型,右,左,兵庫,1984-07-07,42,0.318,106,450,384,122,3,27,7,58,2,47,5,13,0.409,0.396,0.805,5.9,5.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
村中　恭兵,Swallows,2800,投手,13,188,88,B型,左,左,神奈川,1987-10-25,43,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.5,0,0,0,0,0,16,2,4,1,5,1,3,7,7,4.5,15.62,C
岩橋　慶侍,Swallows,1e3,投手,5,185,84,AB型,左,左,京都,1991-04-23,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
ハフ,Swallows,14700,投手,1,185,95,不明,左,両,アメリカ,1984-08-22,45,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.36,2,6,0,2,0.25,368,84,99,13,20,4,68,53,50,1.42,4.33,C
谷内　亮太,Swallows,1050,内野手,6,177,79,B型,右,右,石川,1991-02-03,46,0.222,34,46,45,10,0,7,0,0,0,9,0,1,0.217,0.289,0.506,1.62,1.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
高橋　奎二,Swallows,580,投手,3,178,73,O型,左,左,京都,1997-05-14,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
金久保　優斗,Swallows,500,投手,1,183,74,O型,右,左,千葉,1999-11-04,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
渡邉　大樹,Swallows,550,内野手,3,182,87,O型,右,右,千葉,1997-06-07,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
上田　剛史,Swallows,2300,外野手,12,180,73,B型,右,左,岡山,1988-10-02,50,0.241,76,67,58,14,0,4,2,4,1,4,4,1,0.302,0.31,0.612,3.04,2.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
藤井　亮太,Swallows,1600,内野手,5,176,73,A型,右,左,兵庫,1988-09-30,51,0.275,38,59,51,14,0,4,1,5,1,12,2,0,0.351,0.314,0.665,3.48,3.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
中村　悠平,Swallows,5400,捕手,10,176,83,A型,右,右,福井,1990-06-17,52,0.207,97,327,275,57,4,21,2,25,5,31,20,7,0.283,0.287,0.571,2.51,2.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
沼田　拓巳,Swallows,600,投手,1,184,87,B型,右,右,愛知,1994-03-04,53,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,0,0,0,0,5,1,2,0,0,0,1,1,1,2,1.12,C
中澤　雅人,Swallows,1750,投手,9,179,80,AB型,左,左,富山,1985-02-16,54,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.95,0,0,0,8,0,96,22,25,4,4,1,17,17,17,1.32,4.62,C
村上　宗隆,Swallows,720,内野手,1,188,97,O型,右,左,熊本,2000-02-02,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
奥村　展征,Swallows,950,内野手,5,178,76,O型,右,左,滋賀,1995-05-26,56,0.233,25,34,30,7,0,3,0,2,0,6,1,0,0.273,0.267,0.539,2.57,2.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
古賀　優大,Swallows,530,捕手,2,177,74,B型,右,右,福岡,1998-08-07,57,0.077,7,15,13,1,0,1,0,1,0,2,1,1,0.143,0.077,0.22,-1.34,-1.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
屋宜　照悟,Swallows,750,投手,6,178,84,A型,右,左,沖縄,1989-03-29,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
大村　孟,Swallows,280,捕手,2,169,78,AB型,右,左,福岡,1991-12-21,59,0.167,7,8,6,1,0,0,0,2,0,4,0,0,0.375,0.333,0.708,5.08,4.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
三輪　正義,Swallows,1500,内野手,11,168,70,A型,右,左,山口,1984-01-23,60,0.133,21,21,15,2,0,1,0,2,0,3,4,0,0.235,0.133,0.369,0.86,1.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
ウルキデス,Swallows,1650,投手,1,183,80,不明,右,右,アメリカ,1982-09-12,61,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.23,0,0,0,0,0,20,4.1,5,0,1,0,3,5,3,1.38,2.43,C
田川　賢吾,Swallows,400,投手,6,189,79,O型,右,左,大阪,1994-05-22,62,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,4,1,0,0,1,0,1,0,0,1,4.12,C
井野　卓,Swallows,900,捕手,13,178,83,B型,右,右,群馬,1983-11-23,63,0.14,30,53,50,7,0,3,0,1,0,14,2,1,0.157,0.18,0.337,-0.11,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
風張　蓮,Swallows,900,投手,4,182,88,AB型,右,右,岩手,1993-02-26,64,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.07,2,4,0,3,0.333,213,49.2,46,11,20,1,53,30,28,1.33,5.13,C
田代　将太郎,Swallows,600,外野手,7,178,74,A型,左,左,北海道,1989-12-13,65,0.333,66,35,30,10,1,2,4,4,0,9,1,0,0.412,0.433,0.845,5.91,5.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
大松　尚逸,Swallows,1e3,内野手,14,184,93,B型,左,左,石川,1982-06-16,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
平井　諒,Swallows,1075,投手,9,184,78,O型,右,右,和歌山,1991-04-23,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
山中　浩史,Swallows,3200,投手,6,175,82,O型,右,右,熊本,1985-09-09,68,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,0,0,0,1,0,107,23.1,30,2,7,2,13,14,14,1.59,4.15,C
山川　晃司,Swallows,580,捕手,4,184,87,A型,右,右,福岡,1996-11-15,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
近藤　一樹,Swallows,2400,投手,17,183,80,A型,右,右,神奈川,1983-07-08,70,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.68,4,3,1,27,0.571,258,58.2,57,7,26,1,62,30,24,1.41,3.84,C
鵜久森　淳志,Swallows,1150,外野手,14,189,85,O型,右,右,愛媛,1987-02-01,91,0.294,19,20,17,5,0,3,0,1,0,5,0,1,0.3,0.353,0.653,3.2,4.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
ジュリアス,Swallows,400,投手,3,183,76,B型,左,左,沖縄,1997-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
川瀬　晃,Softbank,480,内野手,3,175,61,B型,右,左,大分,1997-09-15,00,0.188,13,36,32,6,0,2,1,2,0,9,2,2,0.235,0.219,0.454,0.86,0.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
髙田　知季,Softbank,2200,内野手,6,175,67,O型,右,左,兵庫,1990-05-06,0,0.165,56,90,79,13,2,7,2,6,1,25,4,2,0.233,0.291,0.524,1.85,2.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
内川　聖一,Softbank,4e4,内野手,18,185,93,B型,右,右,大分,1982-08-04,1,0.242,71,296,281,68,8,30,1,9,3,32,0,6,0.27,0.367,0.637,3.19,3.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
